EN_UA_103861.txt	Other	Other
EN_UA_103667.txt	Other	Other
EN_UA_021270.txt	URW: Speculating war outcomes;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Praise of Russia;URW: Discrediting the West, Diplomacy	URW: Speculating war outcomes: Other;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Praise of Russia: Praise of Russian military might;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
EN_UA_103403.txt	Other	Other
EN_CC_100145.txt	Other	Other
EN_CC_100021.txt	Other	Other
EN_UA_027676.txt	URW: Amplifying war-related fears;URW: Overpraising the West	URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Overpraising the West: The West has the strongest international support
EN_UA_023211.txt	Other	Other
EN_UA_017310.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Overpraising the West	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Overpraising the West: The West belongs in the right side of history
EN_UA_018789.txt	Other	Other
EN_CC_100137.txt	Other	Other
EN_CC_100005.txt	CC: Criticism of climate movement;CC: Criticism of climate movement	CC: Criticism of climate movement: Other;CC: Criticism of climate movement: Climate movement is alarmist
EN_UA_008586.txt	URW: Distrust towards Media;URW: Hidden plots by secret schemes of powerful groups;URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: Other
EN_UA_014637.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Russian army is collapsing
EN_UA_019640.txt	URW: Praise of Russia;URW: Russia is the Victim	URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Russia is the Victim: The West is russophobic
EN_UA_022051.txt	URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Amplifying war-related fears: Russia will also attack other countries;URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_UA_004616.txt	Other	Other
EN_UA_102703.txt	Other	Other
EN_UA_025165.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Speculating war outcomes;URW: Speculating war outcomes;URW: Blaming the war on others rather than the invader	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors
EN_UA_024321.txt	Other	Other
EN_UA_010901.txt	Other	Other
EN_CC_100122.txt	Other	Other
EN_UA_100840.txt	URW: Negative Consequences for the West;URW: Discrediting the West, Diplomacy;URW: Amplifying war-related fears;URW: Amplifying war-related fears	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Discrediting the West, Diplomacy: The West is weak;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed
EN_CC_200015.txt	Other	Other
EN_UA_000923.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: The EU is divided
EN_UA_102034.txt	URW: Discrediting the West, Diplomacy	URW: Discrediting the West, Diplomacy: Other
EN_CC_100095.txt	CC: Criticism of climate movement	CC: Criticism of climate movement: Ad hominem attacks on key activists
EN_UA_015880.txt	Other	Other
EN_UA_000543.txt	Other	Other
EN_CC_100106.txt	CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of climate movement	CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Criticism of climate movement: Climate movement is alarmist
EN_UA_014014.txt	Other	Other
EN_UA_026697.txt	URW: Distrust towards Media;URW: Russia is the Victim;URW: Distrust towards Media	URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Russia is the Victim: The West is russophobic;URW: Distrust towards Media: Ukrainian media cannot be trusted
EN_CC_100044.txt	Other	Other
EN_CC_100150.txt	Other	Other
EN_UA_101067.txt	Other	Other
EN_UA_002531.txt	Other	Other
EN_UA_101996.txt	URW: Speculating war outcomes;URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Overpraising the West	URW: Speculating war outcomes: Other;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: The EU is divided;URW: Overpraising the West: The West has the strongest international support
EN_CC_100223.txt	Other	Other
EN_UA_103732.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests
EN_UA_102754.txt	Other	Other
EN_UA_002668.txt	URW: Speculating war outcomes;URW: Speculating war outcomes;URW: Amplifying war-related fears	URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Other
EN_UA_025652.txt	URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Blaming the war on others rather than the invader;URW: Amplifying war-related fears;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Russia is the Victim: The West is russophobic;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Discrediting Ukraine: Ukraine is a puppet of the West
EN_UA_014413.txt	Other	Other
EN_CC_100076.txt	CC: Criticism of institutions and authorities;CC: Criticism of climate movement	CC: Criticism of institutions and authorities: Other;CC: Criticism of climate movement: Ad hominem attacks on key activists
EN_UA_100106.txt	Other	Other
EN_UA_102963.txt	Other	Other
EN_UA_013710.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Ukraine is associated with nazism
